@relation 'letter_test_30pct.txt-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.433width-0.428x-box-0.416onpix-0.398y-box-0.391high... numeric
@attribute -0.506y-bar-0.47x2ybr-0.462xegvy+0.323yegvx+0.301x-bar... numeric
@attribute '-0.544y2bar+0.463x2bar-0.423xybar+0.419x-ege+0.21 x2ybr...' numeric
@attribute 0.492x-bar-0.472xy2br-0.414y2bar+0.319xybar+0.264x-ege... numeric
@attribute -0.574y-ege-0.467yegvx-0.303x-bar-0.269y-bar+0.243y-box... numeric
@attribute '-0.523xybar-0.477xy2br+0.35 y-ege-0.332yegvx-0.257x2ybr...' numeric
@attribute -0.561xy2br+0.423x2bar+0.354yegvx-0.322x-ege+0.289high... numeric
@attribute 0.666x2bar-0.372yegvx+0.345xybar+0.307y2bar-0.206high... numeric
@attribute -0.583x-bar+0.404yegvx-0.334xegvy-0.302high+0.246xybar... numeric
@attribute -0.5y2bar+0.422y-ege+0.409xybar-0.346x-bar-0.267width... numeric
@attribute 0.706xegvy-0.427y-bar-0.248x2ybr+0.228x-box-0.224high... numeric
@attribute 0.558onpix-0.53x-box-0.31y-ege+0.306high+0.234xybar... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25}

@data
-0.320303,-0.875606,0.379793,-1.57386,0.577866,-0.929961,-0.199708,-0.026032,-0.268029,-0.427154,0.128257,0.862469,20
-2.543262,-3.529322,0.8492,-0.031584,0.70152,-0.693025,-0.261634,-1.156317,0.683055,-0.748713,-0.113219,-0.629996,21
1.808009,-3.17322,0.257954,0.314249,-0.260708,-0.693188,0.469323,-0.003313,1.389138,-0.110906,0.132303,-0.151537,21
1.822875,2.602959,-1.143045,0.502545,1.182792,0.736832,-0.096254,-0.507871,-0.08805,-0.158383,-0.031818,0.124019,11
0.589323,1.766678,0.284872,-2.620763,4.034078,2.450414,1.027289,-2.635804,0.630734,0.16134,1.174235,0.043968,11
-1.304493,-0.176613,0.632917,0.372389,0.685024,1.432659,0.384725,0.542518,-0.022462,0.572842,-0.634078,0.20552,1
-0.631447,1.94632,-1.032694,1.305445,-1.418046,-0.493489,0.36754,-0.785169,0.609649,-0.396583,0.059019,0.30557,1
-0.074418,0.751596,1.905071,1.218179,-0.756813,0.167414,-0.535658,-0.452498,0.101239,0.173836,0.631227,0.405229,14
0.4346,0.53897,-0.621589,0.626183,0.713488,0.633888,-0.287878,0.408773,-0.624489,0.129297,-0.692213,-0.256178,9
0.411112,-3.241485,0.285709,-0.591406,0.354263,-1.072508,0.485713,-0.852286,0.826196,0.13898,-0.177904,-0.053754,21
1.811684,-0.809948,-1.675106,-0.519851,-0.228356,0.143823,-1.284102,1.255964,0.059611,0.050755,-0.223376,0.390622,4
3.342783,2.1687,0.120038,-0.586454,-1.38881,0.546156,-0.108359,0.482072,0.539427,-0.378202,0.124307,-0.450924,6
-0.12014,0.213497,-0.05477,-1.384171,-0.031765,0.746396,-0.171652,0.108706,-0.279231,-0.421711,1.470699,0.085152,6
-2.200076,0.515026,-0.116181,-0.648338,-1.069689,0.404973,0.320687,-0.537536,-0.133492,0.277713,-0.6106,0.026814,11
-0.981506,1.596397,0.310005,0.789015,2.157977,0.068981,-0.006843,-1.808699,-0.424898,0.664945,-0.25489,-0.778053,0
1.579914,-3.012209,-0.592499,0.882719,0.340939,-0.361215,0.924945,0.088835,1.185445,0.671009,0.026589,0.549721,5
2.804871,3.145371,-0.104142,1.352359,0.669753,-0.370956,-1.379067,-0.862232,-0.266082,1.078258,0.14144,-0.734111,0
0.449219,-1.759071,-2.345324,1.430527,0.014454,-0.325782,1.360506,-0.109121,0.816032,-0.113249,0.927283,0.439807,5
2.691598,-0.107998,-1.656953,0.362159,-0.049035,0.238988,-1.143503,0.238861,0.225325,-0.33833,0.310892,0.127826,23
2.848079,-0.75357,-0.714275,-0.036281,0.170127,-0.090002,-2.297635,0.307609,0.418688,0.498757,0.036961,-0.166882,10
-1.279178,-4.536332,-2.486657,0.12032,1.034281,0.850589,1.060251,1.110704,-0.075977,-0.671184,0.400047,-0.204952,19
-0.362684,1.066392,-2.151308,-2.458704,2.278728,0.798655,-1.270485,-1.354708,-0.290658,0.553764,-0.174928,0.188796,11
-0.341365,0.077072,0.050065,0.013535,0.91929,1.086875,1.135687,0.956457,-0.095314,-0.704608,-0.026516,0.37043,3
-3.55506,2.203607,0.403468,-0.692851,-0.738767,0.676673,-0.095782,-0.520091,1.06278,0.348593,-1.589539,0.280215,10
4.162166,0.575618,0.159994,0.01697,0.589956,-0.097864,0.426143,-0.709178,-0.700255,0.213852,-0.446521,0.426027,8
2.448815,0.499885,0.325383,-2.402056,-1.424167,-1.307705,-0.475433,0.445824,-0.026742,0.059757,0.495926,0.087671,2
-2.619814,0.263718,1.318352,1.691896,0.215793,1.301457,-1.09473,0.811045,-0.151753,-1.077776,-0.65758,0.135615,12
-0.070303,0.230037,-0.050791,0.946333,-0.429249,2.115549,-0.253356,1.100939,-0.623822,0.91984,-1.599135,-0.33924,3
-0.048292,0.489067,-0.150745,-0.889806,0.414038,0.425189,0.947598,0.923069,-0.010511,-0.822523,0.210853,-0.117464,14
-1.777205,-2.449864,-1.416563,-0.676154,0.518705,-0.410222,-1.66344,0.747279,-0.105596,-0.181223,0.096748,-0.17826,23
3.328801,0.86884,0.439419,0.049893,-1.14479,-0.624371,-0.086635,0.027496,0.674604,0.309202,0.160008,0.043408,6
-0.915593,0.954581,0.742271,-0.026318,-2.40049,1.177206,0.292538,0.056682,0.769193,0.673686,-0.478543,-0.012253,18
-0.690066,-1.869611,-2.649737,1.656121,0.226653,0.028517,2.156976,0.133509,1.274422,-0.476393,0.249654,0.344514,15
-1.409699,1.794584,-0.961767,0.91978,-0.119564,-1.930014,1.405831,0.269358,0.267348,0.789857,1.131801,-1.237399,8
-1.650816,0.868082,-1.211565,0.568611,-0.958956,-0.196975,1.286221,-0.298787,0.258278,-0.296533,0.109137,0.208611,1
1.80012,1.473739,0.528659,-2.155166,3.096842,2.366317,0.086966,-2.420981,0.950012,0.540443,0.973592,0.260482,11
2.310519,-2.272763,-0.633811,-0.269249,-0.470703,-0.8173,-0.007566,-1.344363,-0.40096,-1.682958,-1.903294,0.171618,19
-0.065323,1.678601,-1.086584,1.242072,-0.286815,-0.719027,0.647958,-0.642105,0.142598,-0.787223,-0.062044,0.758894,17
-0.306307,0.286295,-1.304886,-0.029494,-0.693497,-0.718135,-0.661009,-0.22278,0.574896,-0.067628,0.296008,0.464118,4
1.247654,1.27507,0.645981,0.977554,-0.322261,-0.682844,-1.907986,0.253497,1.612415,-0.637258,-0.848231,0.084504,12
0.864445,0.76931,-0.985329,0.306553,-1.268814,-0.979809,-0.31464,-0.3927,0.497415,0.073976,0.248666,0.327845,4
-0.992406,-0.985259,0.413282,0.976204,0.397995,1.765055,-1.099659,0.577762,-0.88626,0.669575,-0.347057,-0.101513,13
-3.121032,-1.82551,-0.363958,-1.035889,1.698501,0.464319,-2.265133,1.583429,-0.044559,0.179208,-0.202517,-0.39077,20
0.755835,0.870275,-0.0557,-0.03536,-0.927393,1.317687,1.480189,0.624373,-0.398076,0.638777,-0.784933,-0.292472,18
0.27128,-3.248422,0.603889,-0.322193,0.102952,-1.189515,0.618203,-0.484361,0.708303,-0.148771,-0.27666,-0.117049,21
3.540655,0.691811,1.368133,0.689802,-0.4159,0.420737,-0.331082,0.387089,0.503066,0.502309,0.138419,-0.784639,23
-1.154951,1.011266,0.682147,-1.289267,-0.626958,-0.427203,1.19414,-0.871997,1.281073,0.315449,-0.978011,0.353569,17
2.185473,-2.720661,-0.799914,-0.374588,-0.021259,-0.887171,0.435293,-1.044267,0.421564,-1.089403,-1.833069,0.491043,19
1.103789,3.541093,-1.040391,0.729688,1.270987,-3.241165,0.17812,1.707851,-1.86641,0.368845,0.478251,0.700128,9
0.531666,-0.997457,-1.439164,0.267713,0.657017,0.658517,-0.79952,0.988543,0.290274,0.066281,-0.984005,-0.323472,18
1.830276,0.713143,0.381912,0.346772,-0.068956,-0.291794,0.505422,0.648024,-0.288121,0.40669,-0.109244,0.128348,14
3.470868,-0.461319,-2.162688,0.750792,0.049763,-0.592485,-0.665591,0.287361,0.186663,0.388366,-0.03217,0.625784,8
-1.56633,0.975683,-0.882585,2.955846,1.185471,0.41248,0.620809,0.087425,-0.144711,-0.960215,0.983904,0.044214,13
-1.466401,-0.476778,-0.132783,0.249785,0.137164,0.056881,1.345791,0.196073,0.468043,0.16994,0.403815,-1.176511,14
1.515726,1.304793,0.965968,-0.83991,-0.571477,0.043952,-0.416409,0.367941,0.142679,-0.13118,0.431731,-0.342881,6
0.895104,-3.085744,0.351497,-0.547506,-0.4187,-0.280829,0.162234,-0.315434,-1.003074,-0.500578,0.703169,0.489365,19
-2.240827,-1.413606,-0.786706,0.214343,0.182612,0.097346,-1.139284,0.394813,0.290109,-0.138282,-0.488485,0.345594,7
-1.593467,0.711332,0.432608,-0.92722,-0.510879,0.757285,1.292277,0.257892,0.194693,0.626172,-0.465565,0.441565,1
0.05334,1.921492,0.096851,-1.583541,-0.612333,-0.094303,1.45023,0.066743,0.448402,-0.684464,-0.217896,-0.106225,6
1.575054,0.940691,2.13878,-0.26901,-1.696703,-0.173328,0.249184,-0.842744,-0.603749,0.587164,-0.313939,-0.09669,16
-2.416458,0.184736,-0.156482,-1.095424,1.125569,0.512102,0.024433,0.043612,-0.322188,-0.563233,0.120656,-0.066523,6
2.110762,-2.231839,-1.385095,1.882434,0.016375,0.114088,0.409534,0.242612,1.322402,-0.025402,0.082909,0.297713,5
-1.385387,0.087738,-0.813263,2.751136,0.862498,0.523983,0.493279,-0.229795,-0.041152,-0.85704,1.171528,0.169221,13
1.320468,0.861656,0.921771,-1.018431,-1.014823,0.812616,1.324371,0.133618,0.206406,0.374391,0.326063,0.251789,1
0.434047,0.253815,0.229403,-0.086862,0.235059,0.65211,-0.460791,0.67157,-0.037309,-0.372404,0.137099,0.064921,7
-0.212035,-1.737991,-0.382006,0.516753,-0.212381,0.903782,0.558346,-0.194103,-0.097069,0.058613,0.060911,0.598097,15
-0.240449,-4.622986,-0.927336,0.594768,1.026267,0.510531,0.786868,0.789693,0.124247,0.338579,-0.110323,0.086204,19
2.00261,0.438681,-0.164825,-0.593279,1.649254,-0.957899,1.528799,-1.438546,-1.406759,0.390884,-0.795359,-0.106476,8
2.433737,-3.816648,-1.236351,1.427938,0.491348,0.782503,0.726965,0.832167,0.811107,-0.123986,-0.16646,-0.103552,19
1.406689,-2.068509,0.911851,-0.273906,-0.403031,-1.11796,0.373982,-1.807589,-1.989739,-1.540719,-0.860991,-0.864695,24
-3.215064,1.037782,1.636676,-0.641226,0.423631,-1.073031,-1.609737,-0.07583,0.734577,-0.826401,-0.665804,1.022362,12
-2.794954,-0.253441,0.245031,-0.032518,-0.44172,1.686476,-0.254647,1.101576,-1.599159,-0.052692,-1.048519,-0.873435,24
1.220946,-3.223653,0.667206,0.0067,-0.393497,-0.757318,0.244757,-0.241656,1.127379,-0.224012,-0.212676,0.045349,21
-0.369145,-2.187862,2.441787,1.272604,-0.716821,-0.162822,-1.078701,-1.031421,0.245347,-1.052156,0.91642,-0.204651,22
1.693028,-2.928786,-0.411619,-1.797293,0.851089,-0.63753,-0.329323,0.578044,1.019059,0.808998,-1.516786,0.728088,5
-0.131315,0.342096,0.209353,-1.180642,-0.350803,-0.764298,0.279006,-0.548527,0.917804,-0.010622,-0.849052,0.292282,6
0.053817,1.67738,0.777327,-0.710598,-1.000441,0.283975,0.7278,-0.717483,1.089925,0.094447,-0.520041,0.106089,7
-0.865607,-0.494444,-0.126957,0.250725,-1.243885,1.326287,-0.07889,0.312548,-0.082874,0.612963,-0.369822,-0.043868,5
0.985099,-0.451229,-0.146944,1.267982,0.480463,-0.107163,-0.702736,0.14042,0.549648,-0.316677,0.116861,0.199639,13
-5.696577,-0.865507,0.128866,0.494997,-0.107699,-0.888307,0.290866,-0.494359,0.616766,-0.852582,1.778636,-1.65161,7
3.349273,0.140754,0.077989,0.735554,0.257969,1.501622,0.286201,0.987163,0.443086,-0.527212,0.25597,-0.137118,3
-0.747236,-0.997595,-2.037416,2.265285,0.200245,-0.070434,0.449731,0.491842,0.987762,-0.098512,0.08559,0.265779,5
3.310062,1.49613,-2.360146,1.379488,-0.057336,-0.587787,-0.411959,0.051938,-0.316328,-0.125336,0.122377,0.626875,9
-2.075346,1.505217,0.656897,-0.672154,-1.235177,0.698647,-0.725401,-0.578694,1.30253,0.646618,-0.481923,0.565073,10
-2.969995,-0.327728,-0.59823,-1.512494,-0.204032,-1.776427,-0.108269,0.633289,-0.920931,0.907216,1.890053,0.317123,6
-0.786104,1.25956,0.798061,0.830387,-0.408448,1.307155,-0.219201,0.94031,0.070121,0.661317,-0.576355,-0.27085,17
-1.392868,1.68495,-1.38665,0.628773,-0.000043,-1.837322,1.149325,0.17208,0.829363,0.538498,0.522224,-1.183262,8
2.060099,-2.53278,-0.604028,-1.76944,1.162504,-0.65993,-0.250975,0.557475,1.101429,1.051682,-1.124128,0.029206,5
3.356657,0.559989,-1.15517,-0.639773,-0.458368,0.439885,-0.530521,-0.732611,-0.611328,-0.037026,-0.368385,0.280945,8
-1.954025,-2.338285,0.993719,0.343613,-0.198452,1.090557,0.717312,-0.22316,-1.089785,0.195143,0.303849,-1.114835,24
0.779114,2.231918,-0.175067,-2.326986,-1.199619,-0.238731,0.276397,0.001595,0.015206,-0.445744,0.668295,0.282322,6
-1.471377,-2.907962,-0.502626,-0.950827,1.138525,-1.650691,-0.018351,0.919944,1.322063,-0.222231,0.281148,0.264395,20
1.002871,1.347764,-0.55312,-0.349669,0.998504,-3.288871,-1.800207,1.26544,-0.657028,1.14056,-0.364539,0.299262,9
0.104353,1.633656,0.117725,-2.820171,3.619002,1.891151,0.335922,-2.812224,0.454787,0.503381,0.885326,0.465342,11
1.033434,1.112844,-0.221969,-0.147198,-1.219275,1.071342,0.968253,1.066478,-0.112921,0.96424,-0.302165,-0.854981,18
-3.032541,2.070454,-0.584586,0.31579,-0.467091,-1.477313,0.325491,0.254888,0.932679,0.254383,-0.167833,-1.312843,1
0.067484,1.582176,-1.070209,-2.560627,4.311493,3.31433,0.253677,-1.153581,-0.494417,-0.692835,0.325511,0.269993,11
2.208325,1.727363,0.494554,-2.182547,3.238802,2.365702,0.085312,-2.442719,0.811233,0.621616,1.087216,0.327886,11
-3.920967,-0.421737,1.827685,1.606859,-0.159358,1.729482,-2.693236,0.696667,0.029049,0.153149,0.547957,0.792406,12
-2.726215,-0.35687,-0.167346,0.413263,-0.729949,1.853316,0.115079,0.572892,-1.379544,0.691557,-0.65321,-1.311618,25
-1.106591,1.888883,0.186739,1.739091,1.550419,-0.720183,0.122579,-1.700571,-0.403002,0.61141,0.015417,-0.498936,0
0.591523,-0.265876,0.767977,0.597094,1.119144,0.571552,-0.208618,0.500895,-0.31092,-0.397019,-0.275453,0.177619,13
-2.912187,-3.733702,1.16831,-0.065686,0.640376,-0.759527,-0.860572,-1.234308,1.18075,0.490785,0.587401,0.26377,22
1.236294,0.4042,-0.75961,0.968359,-0.221415,0.616969,0.123785,0.309813,0.406148,-0.450155,0.340216,0.186314,3
1.33532,0.737433,-1.924618,0.338415,-1.316591,-0.430008,-0.369131,-0.281743,0.904663,-0.572575,0.676454,0.234724,4
-1.367681,-0.478787,-1.460066,0.144421,0.603377,0.144718,-0.189363,0.511307,-0.136553,-0.010916,-0.994965,-0.235818,18
-1.586491,0.823068,-1.427834,0.536964,-1.128711,-0.013283,0.964077,-0.020826,0.522998,-0.698598,0.376868,0.236654,1
-0.858537,-3.66423,-1.059533,-0.77436,0.886023,0.202551,-0.377667,-0.530067,-0.377106,0.779269,0.289021,-0.031135,24
0.10034,-1.307463,0.010334,0.54258,-0.30717,1.225791,-0.223599,0.469933,-0.84646,0.802768,-0.948279,-0.114792,5
0.870646,-2.997186,-0.21114,-0.132425,-0.520574,-0.135527,0.273971,-0.247531,-0.886739,-1.163383,0.089954,0.416182,19
-1.639252,1.520285,0.174766,-1.816132,-1.170669,0.966665,2.477098,0.225166,0.517317,0.191499,-0.224514,0.002998,1
0.96354,0.989013,3.624658,-0.042687,1.203497,-0.11296,0.97926,1.342446,-0.019125,-0.417371,0.21152,0.362537,13
1.215794,0.529785,-1.760356,-0.156408,-0.819287,-0.448155,-0.689971,0.05823,0.773625,-0.168183,0.592396,0.158649,4
1.004477,0.675709,0.469473,-0.095211,-0.66641,0.478742,-0.362379,0.451545,0.74923,-0.728811,0.508834,0.305308,7
-2.619231,0.662303,2.373106,0.959822,-0.466778,0.109761,-0.120203,-0.21701,0.583247,0.095131,-1.087409,0.744393,22
-2.283364,1.898687,-2.505461,-0.550492,0.0827,-0.873156,0.622891,0.564851,1.592074,-1.297752,-0.399412,-0.211619,18
0.49737,1.731879,-0.949055,1.282308,-0.994952,-0.273551,0.395461,-0.411664,0.008763,-0.090458,0.660328,0.379389,1
-2.096038,-1.325609,1.862815,1.319052,-1.265291,1.100005,-0.549789,-0.428114,-1.100221,0.644542,1.220517,0.778849,15
3.358895,1.417917,-0.114914,-0.325266,2.638766,2.978234,-0.220973,-0.740249,0.318743,-0.366244,0.40477,-0.211967,11
-1.386697,0.019119,3.319814,0.272347,2.078337,-0.231602,0.916716,1.030296,-1.009038,0.417821,0.21086,0.283477,13
0.193527,-0.109741,0.672164,0.025437,0.160343,-0.406768,-0.026693,0.446973,-0.049682,1.641263,0.233462,-0.690243,14
2.027164,-1.138793,-0.915449,1.926987,-0.362908,0.67678,1.662824,0.075625,0.718861,0.643568,0.679057,0.441068,15
3.177971,-0.104329,-2.31556,0.629222,-0.022117,-0.871454,-0.46426,-0.326249,0.19556,0.376571,0.08931,0.800295,8
-0.699737,-3.001109,0.379459,1.19523,1.063423,0.532676,-1.241274,-0.616433,-0.151807,1.383555,-0.409745,0.279836,5
3.313155,0.313073,0.912093,0.617646,-1.247048,-0.395193,-0.145693,-0.44978,-0.22769,0.596193,0.05485,-0.217504,16
-3.389296,2.830911,-1.377968,0.217076,0.89138,-0.706433,0.549585,-1.597847,0.109315,0.037103,1.120622,-1.541628,18
-2.129239,0.082918,0.713808,-0.902285,-2.587606,0.761133,0.458642,-1.411597,-1.208827,0.449932,0.30369,0.300313,11
-1.904393,-2.290968,-0.10253,-1.051615,-1.582063,1.499378,0.136927,0.550202,-1.349953,1.123052,1.239301,0.130325,19
0.826292,0.053575,-1.252704,-1.75727,-1.319444,0.86562,0.01002,0.787361,-0.499822,-0.435382,0.182813,-0.066803,25
3.018448,-1.020123,-1.445593,1.739789,-0.501831,-0.079258,0.44469,0.180542,1.026995,0.395121,0.474474,0.121091,5
-1.752289,0.251193,0.271559,-0.237585,0.061902,-0.925604,1.333004,0.717053,0.500066,-0.029999,-0.854889,0.090719,14
0.343102,-2.345267,-1.888279,1.13326,0.147294,-0.204954,0.535841,-0.345941,0.486748,0.217548,0.447544,0.441153,5
4.07614,-0.429791,2.153994,1.720771,-0.497759,-0.052246,-1.132332,-0.642958,0.439285,0.23981,0.28351,-0.499273,22
0.276634,-0.691943,2.348533,1.469673,0.241472,-0.574506,-0.971999,-0.706101,0.487598,-0.475174,0.500487,-0.464603,22
-0.050158,1.602456,-0.279266,-1.664745,-0.815811,-0.031895,1.269653,0.03318,0.661358,-1.051438,-0.208625,-0.296333,6
-4.517406,-0.355724,1.630519,1.708682,0.570746,1.438196,-1.18991,1.06061,-0.535694,-1.066553,-0.171654,0.309892,12
2.254212,0.831553,-0.899645,-1.206685,-1.315971,1.64458,-0.1732,0.895321,-0.056784,-0.403801,-0.056162,-0.033922,25
-0.864993,-0.014173,0.02597,-1.663546,-0.206309,-1.586215,0.264335,0.286868,-0.263917,0.559225,0.385468,0.276164,6
-5.907845,-1.70706,1.447821,1.689313,1.109384,0.065193,-1.283887,-0.245416,0.510032,-2.073927,0.067813,-1.420071,22
2.305546,-2.357424,-0.194383,-0.572772,-0.992158,-0.17804,0.096924,-0.737396,-1.003289,-1.049893,0.211102,0.389477,19
0.394725,1.244618,2.113393,-0.812358,-1.86716,-0.273145,0.274055,-0.619018,-1.158247,0.223256,-0.319277,-0.29682,16
-1.600931,1.520618,-0.322196,-0.417713,-0.219586,0.448424,0.040768,-0.438822,0.912711,-0.694446,-1.788856,-0.335282,17
-0.921329,-0.067195,-0.600051,0.055059,-1.288654,-0.499341,0.612457,0.010779,0.580336,1.245065,0.315049,-1.170913,4
0.43616,0.735351,3.325915,0.178028,1.532618,-0.917539,1.440283,1.481455,0.230587,0.118376,0.418227,-0.231895,7
-0.8178,0.790151,0.287544,-1.025661,0.048447,-0.299235,0.119701,0.246059,-0.153263,-0.72748,0.256702,0.667641,7
1.418795,-2.023025,-1.328647,-0.565389,-0.156617,-0.246926,-1.399413,0.717149,0.193661,-0.010999,0.012658,0.135045,23
-3.66022,-0.224827,3.202656,1.943953,-1.497131,0.587939,-1.374058,-0.572802,0.223714,-0.093625,1.514285,1.714315,22
-3.4455,0.395475,-1.43645,1.362848,-0.152092,-0.414993,0.412417,-0.654683,0.426479,-0.567452,0.424515,0.393334,15
-1.700093,2.653742,-0.036353,0.401803,-1.213265,0.504777,-1.325425,-0.640345,1.946509,-0.018043,-1.648041,-0.423219,10
1.893213,-2.834927,1.621372,1.019751,-0.407405,0.244383,-0.7963,-0.431609,1.011628,0.549913,0.669055,-0.045247,22
-3.993646,0.270212,2.384321,0.948562,-1.308989,0.361489,0.156332,-0.650721,0.86914,0.148084,0.151212,0.729126,14
-0.228275,-0.353685,-0.355183,-1.88555,-0.174033,-1.829819,-1.060523,0.282694,-0.123422,1.057852,0.481565,-0.016839,2
0.185881,1.89093,0.21568,-2.002079,-0.15828,-0.542766,0.861487,0.127839,-0.244623,-0.388445,-0.394813,0.008796,6
2.773433,3.194031,0.200886,0.775759,0.564111,-3.070552,-0.591364,1.715871,-1.61754,0.853029,-0.049653,0.723012,9
-1.309226,1.033375,0.25806,-2.009517,-0.476688,0.93114,1.905673,0.918033,-0.207304,0.336051,-0.422482,-0.008113,1
3.047312,1.300767,-0.368716,-0.773161,2.225073,2.908885,-0.51383,-0.545756,0.343008,-0.555512,0.307053,-0.291217,11
2.083559,-2.202519,-0.139465,-0.248999,-0.595475,-1.195715,-0.049355,-1.24095,-0.591229,-1.833879,-1.89495,-0.879418,19
0.960867,0.434497,0.293479,-0.020414,-0.001499,0.14475,0.031017,-0.371811,-0.0296,0.125623,-0.126924,-0.637799,23
-1.697108,-1.273286,-1.647379,-0.521444,0.073613,-0.218453,-1.043431,0.390712,0.525398,-1.059419,0.062426,-0.029261,23
1.997568,-2.585195,0.432478,-0.277984,-1.159076,-0.226888,-0.027854,-0.450339,-0.573412,-1.173479,0.270194,0.159389,19
0.701703,0.644389,1.269626,-1.067999,-0.51138,0.067448,1.295956,0.200514,1.204528,0.334059,-0.16578,-0.10101,17
3.453412,0.52403,0.096394,-0.193129,0.893179,-0.342482,0.760103,-0.91748,-0.914537,0.245929,-0.551015,0.35532,8
2.850031,0.540194,0.546427,-0.620614,-0.574165,0.88472,-0.656241,0.109604,0.071256,0.293633,0.718055,-0.285827,6
0.36433,0.395704,1.119808,-0.024585,-0.960432,0.554699,-0.807673,0.057516,-0.650606,1.579487,-0.162319,-0.592583,6
